a,p,q,f,l,T,m,M,
6101402,0.00015359,56,7624861,7624861,8:30:38 PM,FALSE,TRUE,53.91
6101403,0.00015359,36,7624862,7624862,8:30:38 PM,FALSE,TRUE,53.91
6101404,0.0001536,91,7624863,7624863,8:30:38 PM,FALSE,TRUE,53.92
6101405,0.0001536,28,7624864,7624864,8:30:38 PM,FALSE,TRUE,53.92
6101406,0.0001536,2,7624865,7624865,8:30:38 PM,FALSE,TRUE,53.92
6101407,0.0001536,79,7624866,7624866,8:30:38 PM,FALSE,TRUE,53.92
6101408,0.0001536,10,7624867,7624867,8:30:38 PM,FALSE,TRUE,53.92
6101409,0.00015359,7,7624868,7624868,8:30:38 PM,FALSE,TRUE,53.91
6101410,0.00015117,108,7624869,7624869,8:30:38 PM,TRUE,TRUE,51.49
6101411,0.00015359,11,7624870,7624870,8:30:38 PM,FALSE,TRUE,53.91
6101412,0.0001536,1040,7624871,7624871,8:30:38 PM,FALSE,TRUE,53.92
6101413,0.0001536,12,7624872,7624872,8:30:38 PM,FALSE,TRUE,53.92
6101414,0.0001536,3,7624873,7624873,8:30:38 PM,FALSE,TRUE,53.92
6101415,0.00015349,1,7624874,7624874,8:30:38 PM,FALSE,TRUE,53.81
6101416,0.00015117,4,7624875,7624875,8:30:38 PM,TRUE,TRUE,51.49
6101417,0.00015349,1,7624876,7624876,8:30:38 PM,FALSE,TRUE,53.81
6101418,0.00015349,11,7624877,7624879,8:30:38 PM,FALSE,TRUE,53.81
6101419,0.00015349,4,7624880,7624880,8:30:38 PM,FALSE,TRUE,53.81
6101420,0.00015349,8,7624881,7624883,8:30:38 PM,FALSE,TRUE,53.81
6101421,0.00015349,26,7624884,7624888,8:30:38 PM,FALSE,TRUE,53.81
6101422,0.0001536,144,7624889,7624889,8:30:38 PM,FALSE,TRUE,53.92
6101423,0.0001536,23,7624890,7624890,8:30:38 PM,FALSE,TRUE,53.92
6101424,0.0001536,1,7624891,7624891,8:30:38 PM,FALSE,TRUE,53.92
6101425,0.0001536,4,7624892,7624892,8:30:38 PM,FALSE,TRUE,53.92
6101426,0.00015117,56,7624893,7624893,8:30:38 PM,TRUE,TRUE,51.49
6101427,0.0001536,159,7624894,7624894,8:30:38 PM,FALSE,TRUE,53.92
6101428,0.00015117,1,7624895,7624895,8:30:38 PM,TRUE,TRUE,51.49
6101429,0.00015348,20,7624896,7624896,8:30:38 PM,FALSE,TRUE,53.80
6101430,0.00015117,2,7624897,7624897,8:30:38 PM,TRUE,TRUE,51.49
6101431,0.00015348,35,7624898,7624898,8:30:38 PM,FALSE,TRUE,53.80
6101432,0.00015348,42,7624899,7624899,8:30:38 PM,FALSE,TRUE,53.80
6101433,0.00015117,10,7624900,7624900,8:30:38 PM,TRUE,TRUE,51.49
6101434,0.00015348,1,7624901,7624901,8:30:38 PM,FALSE,TRUE,53.80
6101435,0.00015348,10,7624902,7624902,8:30:38 PM,FALSE,TRUE,53.80
6101436,0.0001536,15,7624903,7624903,8:30:38 PM,FALSE,TRUE,53.92
6101437,0.00015359,53,7624904,7624904,8:30:38 PM,FALSE,TRUE,53.91
6101438,0.00015359,1,7624905,7624905,8:30:38 PM,FALSE,TRUE,53.91
6101439,0.00015359,8,7624906,7624906,8:30:38 PM,FALSE,TRUE,53.91
6101440,0.00015359,1,7624907,7624907,8:30:38 PM,FALSE,TRUE,53.91
6101441,0.00015359,1,7624908,7624908,8:30:38 PM,FALSE,TRUE,53.91
6101442,0.00015359,9,7624909,7624909,8:30:38 PM,FALSE,TRUE,53.91
6101443,0.0001536,204,7624910,7624910,8:30:38 PM,FALSE,TRUE,53.92
6101444,0.0001536,31,7624911,7624911,8:30:38 PM,FALSE,TRUE,53.92
6101445,0.0001536,23,7624912,7624912,8:30:38 PM,FALSE,TRUE,53.92
6101446,0.0001536,53,7624913,7624913,8:30:38 PM,FALSE,TRUE,53.92
6101447,0.0001536,12,7624914,7624914,8:30:38 PM,FALSE,TRUE,53.92
6101448,0.0001536,9,7624915,7624915,8:30:38 PM,FALSE,TRUE,53.92
6101449,0.0001536,5,7624916,7624916,8:30:38 PM,FALSE,TRUE,53.92
6101450,0.0001536,95,7624917,7624917,8:30:38 PM,FALSE,TRUE,53.92
6101451,0.0001536,1,7624918,7624918,8:30:38 PM,FALSE,TRUE,53.92
6101452,0.0001536,1,7624919,7624919,8:30:38 PM,FALSE,TRUE,53.92
6101453,0.00015117,10,7624920,7624920,8:30:38 PM,TRUE,TRUE,51.49
6101454,0.0001536,427,7624921,7624921,8:30:38 PM,FALSE,TRUE,53.92
6101455,0.0001536,9,7624922,7624922,8:30:38 PM,FALSE,TRUE,53.92
6101456,0.0001536,16,7624923,7624923,8:30:38 PM,FALSE,TRUE,53.92
6101457,0.00015117,2,7624924,7624924,8:30:38 PM,TRUE,TRUE,51.49
6101458,0.0001536,142,7624925,7624925,8:30:38 PM,FALSE,TRUE,53.92
6101459,0.0001536,2,7624926,7624926,8:30:38 PM,FALSE,TRUE,53.92
6101460,0.00015359,10,7624927,7624927,8:30:38 PM,FALSE,TRUE,53.91
6101461,0.0001536,13,7624928,7624928,8:30:38 PM,FALSE,TRUE,53.92
6101462,0.00015117,5,7624929,7624929,8:30:38 PM,TRUE,TRUE,51.49
6101463,0.0001536,13,7624930,7624930,8:30:38 PM,FALSE,TRUE,53.92
6101464,0.00015359,2,7624931,7624931,8:30:38 PM,FALSE,TRUE,53.91
6101465,0.0001536,5,7624932,7624932,8:30:38 PM,FALSE,TRUE,53.92
6101466,0.0001536,1,7624933,7624933,8:30:38 PM,FALSE,TRUE,53.92
6101467,0.0001536,54,7624934,7624934,8:30:38 PM,FALSE,TRUE,53.92
6101468,0.00015117,39,7624935,7624935,8:30:38 PM,TRUE,TRUE,51.49
6101469,0.0001536,137,7624936,7624936,8:30:38 PM,FALSE,TRUE,53.92
6101470,0.00015117,18,7624937,7624937,8:30:38 PM,TRUE,TRUE,51.49
6101471,0.0001536,22,7624938,7624938,8:30:38 PM,FALSE,TRUE,53.92
6101472,0.0001536,3,7624939,7624939,8:30:38 PM,FALSE,TRUE,53.92
6101473,0.0001536,10,7624940,7624940,8:30:38 PM,FALSE,TRUE,53.92
6101474,0.0001536,4,7624941,7624941,8:30:38 PM,FALSE,TRUE,53.92
6101475,0.00015117,12,7624942,7624942,8:30:38 PM,TRUE,TRUE,51.49
6101476,0.00015359,5,7624943,7624943,8:30:38 PM,FALSE,TRUE,53.91
6101477,0.0001536,55,7624944,7624944,8:30:38 PM,FALSE,TRUE,53.92
6101478,0.0001536,2,7624945,7624945,8:30:38 PM,FALSE,TRUE,53.92
6101479,0.0001536,7,7624946,7624946,8:30:38 PM,FALSE,TRUE,53.92
6101480,0.0001536,27,7624947,7624947,8:30:38 PM,FALSE,TRUE,53.92
6101481,0.00015152,40,7624948,7624955,8:30:38 PM,FALSE,TRUE,51.84
6101482,0.0001536,45,7624956,7624956,8:30:38 PM,FALSE,TRUE,53.92
6101483,0.0001536,23,7624957,7624957,8:30:38 PM,FALSE,TRUE,53.92
6101484,0.00015359,4,7624958,7624958,8:30:38 PM,FALSE,TRUE,53.91
6101485,0.00015359,65,7624959,7624959,8:30:38 PM,FALSE,TRUE,53.91
6101486,0.0001536,83,7624960,7624960,8:30:38 PM,FALSE,TRUE,53.92
6101487,0.0001536,57,7624961,7624961,8:30:38 PM,FALSE,TRUE,53.92
6101488,0.00015118,2,7624962,7624962,8:30:38 PM,TRUE,TRUE,51.50
6101489,0.0001536,810,7624963,7624963,8:30:38 PM,FALSE,TRUE,53.92
6101490,0.00015359,2,7624964,7624964,8:30:38 PM,FALSE,TRUE,53.91
6101491,0.0001536,2,7624965,7624965,8:30:38 PM,FALSE,TRUE,53.92
6101492,0.0001536,1,7624966,7624966,8:30:38 PM,FALSE,TRUE,53.92
6101493,0.00015137,1,7624967,7624967,8:30:38 PM,TRUE,TRUE,51.69
6101494,0.00015119,311,7624968,7624968,8:30:38 PM,TRUE,TRUE,51.51
6101495,0.0001536,46,7624969,7624969,8:30:38 PM,FALSE,TRUE,53.92
6101496,0.0001536,33,7624970,7624970,8:30:38 PM,FALSE,TRUE,53.92
6101497,0.0001536,14,7624971,7624971,8:30:38 PM,FALSE,TRUE,53.92
6101498,0.0001536,38,7624972,7624972,8:30:38 PM,FALSE,TRUE,53.92
6101499,0.0001536,1,7624973,7624973,8:30:38 PM,FALSE,TRUE,53.92
6101500,0.0001536,222,7624974,7624974,8:30:38 PM,FALSE,TRUE,53.92
6101501,0.00015381,146,7624975,7624975,8:30:38 PM,FALSE,TRUE,54.13
6101502,0.00015481,42,7624976,7624977,8:30:38 PM,FALSE,TRUE,55.14
6101503,0.00015484,3,7624978,7624978,8:30:38 PM,FALSE,TRUE,55.17
6101504,0.0001559,6,7624979,7624981,8:30:38 PM,FALSE,TRUE,56.23
6101505,0.00015621,92,7624982,7624991,8:30:38 PM,FALSE,TRUE,56.54
6101506,0.00015683,49,7624992,7625001,8:30:38 PM,FALSE,TRUE,57.16
6101507,0.00015776,1,7625002,7625002,8:30:38 PM,FALSE,TRUE,58.09
6101508,0.0001578,44,7625003,7625011,8:30:38 PM,FALSE,TRUE,58.13
6101509,0.00015793,11,7625012,7625017,8:30:38 PM,FALSE,TRUE,58.26
6101510,0.00015813,181,7625018,7625045,8:30:38 PM,FALSE,TRUE,58.46
6101511,0.00015942,253,7625046,7625050,8:30:38 PM,FALSE,TRUE,59.76
6101512,0.00015942,57,7625051,7625052,8:30:38 PM,FALSE,TRUE,59.76
6101513,0.00015942,216,7625053,7625057,8:30:38 PM,FALSE,TRUE,59.76
6101514,0.00016001,50,7625058,7625058,8:30:38 PM,FALSE,TRUE,60.35
6101515,0.00016001,6,7625059,7625059,8:30:38 PM,FALSE,TRUE,60.35
6101516,0.00016001,37,7625060,7625060,8:30:38 PM,FALSE,TRUE,60.35
6101517,0.00016001,2,7625061,7625061,8:30:38 PM,FALSE,TRUE,60.35
6101518,0.00015118,2,7625062,7625062,8:30:38 PM,TRUE,TRUE,51.50
6101519,0.00015138,1,7625063,7625063,8:30:38 PM,TRUE,TRUE,51.70
6101520,0.00016001,5,7625064,7625064,8:30:38 PM,FALSE,TRUE,60.35
6101521,0.00016001,1,7625065,7625065,8:30:38 PM,FALSE,TRUE,60.35
6101522,0.00015138,8,7625066,7625066,8:30:38 PM,TRUE,TRUE,51.70
6101523,0.00015138,234,7625067,7625067,8:30:38 PM,TRUE,TRUE,51.70
6101524,0.00015359,1,7625068,7625068,8:30:38 PM,FALSE,TRUE,53.91
6101525,0.00015359,1,7625069,7625069,8:30:38 PM,FALSE,TRUE,53.91
6101526,0.00016,26,7625070,7625070,8:30:38 PM,FALSE,TRUE,60.34
6101527,0.00015138,2,7625071,7625071,8:30:38 PM,TRUE,TRUE,51.70
6101528,0.00016001,1,7625072,7625072,8:30:38 PM,FALSE,TRUE,60.35
6101529,0.00016001,7,7625073,7625073,8:30:38 PM,FALSE,TRUE,60.35
6101530,0.00016219,28,7625074,7625076,8:30:38 PM,FALSE,TRUE,62.53
6101531,0.00015138,6,7625077,7625077,8:30:38 PM,TRUE,TRUE,51.70
6101532,0.00015192,39,7625078,7625084,8:30:38 PM,FALSE,TRUE,52.24
6101533,0.00015192,4,7625085,7625086,8:30:38 PM,FALSE,TRUE,52.24
6101534,0.00015192,6,7625087,7625088,8:30:38 PM,FALSE,TRUE,52.24
6101535,0.00015192,1,7625089,7625089,8:30:38 PM,FALSE,TRUE,52.24
6101536,0.00015192,8,7625090,7625091,8:30:38 PM,FALSE,TRUE,52.24
6101537,0.00015358,311,7625092,7625092,8:30:38 PM,FALSE,TRUE,53.90
6101538,0.00016219,90,7625093,7625100,8:30:38 PM,FALSE,TRUE,62.53
6101539,0.00016331,154,7625101,7625102,8:30:38 PM,FALSE,TRUE,63.65
6101540,0.00016171,1,7625103,7625103,8:30:38 PM,FALSE,TRUE,62.05
6101541,0.00015138,13,7625104,7625104,8:30:38 PM,TRUE,TRUE,51.70
6101542,0.00015138,54,7625105,7625105,8:30:38 PM,TRUE,TRUE,51.70
6101543,0.00015283,4,7625106,7625106,8:30:38 PM,FALSE,TRUE,53.15
6101544,0.00016171,17,7625107,7625107,8:30:38 PM,FALSE,TRUE,62.05
6101545,0.00016171,4,7625108,7625108,8:30:38 PM,FALSE,TRUE,62.05
6101546,0.00015138,52,7625109,7625109,8:30:38 PM,TRUE,TRUE,51.70
6101547,0.00016171,5,7625110,7625111,8:30:38 PM,FALSE,TRUE,62.05
6101548,0.00016171,5,7625112,7625112,8:30:38 PM,FALSE,TRUE,62.05
6101549,0.00016171,15,7625113,7625113,8:30:38 PM,FALSE,TRUE,62.05
6101550,0.00016171,1,7625114,7625114,8:30:38 PM,FALSE,TRUE,62.05
6101551,0.00016171,89,7625115,7625119,8:30:38 PM,FALSE,TRUE,62.05
6101552,0.00016171,112,7625120,7625124,8:30:38 PM,FALSE,TRUE,62.05
6101553,0.00016331,938,7625125,7625133,8:30:38 PM,FALSE,TRUE,63.65
6101554,0.00016633,117,7625134,7625137,8:30:38 PM,FALSE,TRUE,66.68
6101555,0.00016633,71,7625138,7625140,8:30:38 PM,FALSE,TRUE,66.68
6101556,0.0001617,34,7625141,7625141,8:30:38 PM,FALSE,TRUE,62.04
6101557,0.0001617,60,7625142,7625142,8:30:38 PM,FALSE,TRUE,62.04
6101558,0.00016036,21,7625143,7625145,8:30:38 PM,FALSE,TRUE,60.70
6101559,0.00016036,67,7625146,7625153,8:30:38 PM,FALSE,TRUE,60.70
6101560,0.0001617,7,7625154,7625154,8:30:38 PM,FALSE,TRUE,62.04
6101561,0.0001617,6,7625155,7625155,8:30:38 PM,FALSE,TRUE,62.04
6101562,0.0001617,1,7625156,7625156,8:30:38 PM,FALSE,TRUE,62.04
6101563,0.0001617,2,7625157,7625157,8:30:38 PM,FALSE,TRUE,62.04
6101564,0.00015673,18,7625158,7625158,8:30:38 PM,TRUE,TRUE,57.06
6101565,0.00015673,86,7625159,7625159,8:30:38 PM,TRUE,TRUE,57.06
6101566,0.00015673,2,7625160,7625160,8:30:38 PM,TRUE,TRUE,57.06
6101567,0.0001617,3,7625161,7625161,8:30:38 PM,FALSE,TRUE,62.04
6101568,0.0001617,1,7625162,7625162,8:30:38 PM,FALSE,TRUE,62.04
6101569,0.00015673,1,7625163,7625163,8:30:38 PM,TRUE,TRUE,57.06
6101570,0.0001617,22,7625164,7625164,8:30:38 PM,FALSE,TRUE,62.04
6101571,0.0001617,52,7625165,7625165,8:30:38 PM,FALSE,TRUE,62.04
6101572,0.0001617,1,7625166,7625166,8:30:38 PM,FALSE,TRUE,62.04
6101573,0.0001617,1,7625167,7625167,8:30:38 PM,FALSE,TRUE,62.04
6101574,0.0001617,1,7625168,7625168,8:30:38 PM,FALSE,TRUE,62.04
6101575,0.0001617,1,7625169,7625169,8:30:38 PM,FALSE,TRUE,62.04
6101576,0.00015673,264,7625170,7625170,8:30:38 PM,TRUE,TRUE,57.06
6101577,0.00015672,44,7625171,7625171,8:30:38 PM,TRUE,TRUE,57.05
6101578,0.00015314,48,7625172,7625172,8:30:38 PM,TRUE,TRUE,53.46
6101579,0.00015118,98,7625173,7625173,8:30:38 PM,TRUE,TRUE,51.50
6101580,0.00015117,104,7625174,7625174,8:30:38 PM,TRUE,TRUE,51.49
6101581,0.00015116,224,7625175,7625178,8:30:38 PM,TRUE,TRUE,51.48
6101582,0.00015091,9,7625179,7625179,8:30:38 PM,TRUE,TRUE,51.23
6101583,0.00015053,132,7625180,7625180,8:30:38 PM,TRUE,TRUE,50.85
6101584,0.00015,2,7625181,7625181,8:30:38 PM,TRUE,TRUE,50.32
6101585,0.00015,39,7625182,7625182,8:30:38 PM,FALSE,TRUE,50.32
6101586,0.00015,529,7625183,7625183,8:30:38 PM,FALSE,TRUE,50.32
6101587,0.00014975,1,7625184,7625184,8:30:38 PM,TRUE,TRUE,50.07
6101588,0.00015,15,7625185,7625185,8:30:38 PM,FALSE,TRUE,50.32
6101589,0.00015,87,7625186,7625186,8:30:38 PM,FALSE,TRUE,50.32
6101590,0.00015,14,7625187,7625187,8:30:38 PM,FALSE,TRUE,50.32
6101591,0.00014975,2,7625188,7625188,8:30:38 PM,TRUE,TRUE,50.07
6101592,0.00014975,5,7625189,7625189,8:30:38 PM,TRUE,TRUE,50.07
6101593,0.00015,340,7625190,7625190,8:30:38 PM,FALSE,TRUE,50.32
6101594,0.00015,24,7625191,7625191,8:30:38 PM,FALSE,TRUE,50.32
6101595,0.00015,1599,7625192,7625192,8:30:38 PM,FALSE,TRUE,50.32
6101596,0.00014975,17,7625193,7625193,8:30:38 PM,TRUE,TRUE,50.07
6101597,0.00015,10,7625194,7625194,8:30:38 PM,FALSE,TRUE,50.32
6101598,0.00015,4,7625195,7625195,8:30:38 PM,FALSE,TRUE,50.32
6101599,0.00015,34,7625196,7625196,8:30:38 PM,FALSE,TRUE,50.32
6101600,0.00015,1,7625197,7625197,8:30:38 PM,FALSE,TRUE,50.32
6101601,0.00014975,1,7625198,7625198,8:30:38 PM,TRUE,TRUE,50.07
6101602,0.00014975,1,7625199,7625199,8:30:38 PM,TRUE,TRUE,50.07
6101603,0.00015,1,7625200,7625200,8:30:38 PM,FALSE,TRUE,50.32
6101604,0.00015,39,7625201,7625201,8:30:38 PM,FALSE,TRUE,50.32
6101605,0.00015,5,7625202,7625202,8:30:38 PM,FALSE,TRUE,50.32
6101606,0.00015,6,7625203,7625203,8:30:38 PM,FALSE,TRUE,50.32
6101607,0.00015,1,7625204,7625204,8:30:38 PM,FALSE,TRUE,50.32
6101608,0.00014975,21,7625205,7625205,8:30:38 PM,TRUE,TRUE,50.07
6101609,0.00014975,3,7625206,7625206,8:30:38 PM,TRUE,TRUE,50.07
6101610,0.00014945,8,7625207,7625207,8:30:38 PM,TRUE,TRUE,49.76
6101611,0.00014681,1,7625208,7625208,8:30:38 PM,TRUE,TRUE,47.12
6101612,0.00015,93,7625209,7625209,8:30:38 PM,FALSE,TRUE,50.32
6101613,0.00014681,5,7625210,7625210,8:30:38 PM,TRUE,TRUE,47.12
6101614,0.00014514,2,7625211,7625211,8:30:38 PM,TRUE,TRUE,45.45
6101615,0.00014266,8,7625212,7625212,8:30:38 PM,TRUE,TRUE,42.96
6101616,0.00014266,5,7625213,7625213,8:30:38 PM,TRUE,TRUE,42.96
6101617,0.00015,16,7625214,7625214,8:30:38 PM,FALSE,TRUE,50.32
6101618,0.00015,4,7625215,7625215,8:30:38 PM,FALSE,TRUE,50.32
6101619,0.00015,5,7625216,7625216,8:30:38 PM,FALSE,TRUE,50.32
6101620,0.00015,5,7625217,7625217,8:30:38 PM,FALSE,TRUE,50.32
6101621,0.00014949,2,7625218,7625218,8:30:38 PM,FALSE,TRUE,49.80
6101622,0.00015,131,7625219,7625219,8:30:38 PM,FALSE,TRUE,50.32
6101623,0.00015,12,7625220,7625220,8:30:38 PM,FALSE,TRUE,50.32
6101624,0.00014808,100,7625221,7625221,8:30:38 PM,TRUE,TRUE,48.39
6101625,0.00014267,5,7625222,7625222,8:30:38 PM,TRUE,TRUE,42.97
6101626,0.00014267,3,7625223,7625223,8:30:38 PM,TRUE,TRUE,42.97
6101627,0.00014582,275,7625224,7625224,8:30:38 PM,FALSE,TRUE,46.13
6101628,0.00014581,22,7625225,7625225,8:30:38 PM,FALSE,TRUE,46.12
6101629,0.00014581,32,7625226,7625226,8:30:38 PM,FALSE,TRUE,46.12
6101630,0.00014581,4,7625227,7625227,8:30:38 PM,FALSE,TRUE,46.12
6101631,0.00014581,9,7625228,7625228,8:30:38 PM,FALSE,TRUE,46.12
6101632,0.00014287,12,7625229,7625229,8:30:38 PM,TRUE,TRUE,43.17
6101633,0.00014287,48,7625230,7625230,8:30:38 PM,TRUE,TRUE,43.17
6101634,0.00014581,85,7625231,7625231,8:30:38 PM,FALSE,TRUE,46.12
6101635,0.00014582,197,7625232,7625232,8:30:38 PM,FALSE,TRUE,46.13
6101636,0.00014582,26,7625233,7625233,8:30:38 PM,FALSE,TRUE,46.13
6101637,0.00014582,56,7625234,7625234,8:30:38 PM,FALSE,TRUE,46.13
6101638,0.00014288,19,7625235,7625235,8:30:38 PM,TRUE,TRUE,43.18
6101639,0.00014288,2,7625236,7625236,8:30:38 PM,TRUE,TRUE,43.18
6101640,0.00014582,45,7625237,7625237,8:30:38 PM,FALSE,TRUE,46.13
6101641,0.00014582,53,7625238,7625238,8:30:38 PM,FALSE,TRUE,46.13
6101642,0.00014581,136,7625239,7625239,8:30:38 PM,FALSE,TRUE,46.12
6101643,0.00014581,215,7625240,7625240,8:30:38 PM,FALSE,TRUE,46.12
6101644,0.00014581,13,7625241,7625241,8:30:38 PM,FALSE,TRUE,46.12
6101645,0.00014581,15,7625242,7625242,8:30:38 PM,FALSE,TRUE,46.12
6101646,0.00014582,24,7625243,7625243,8:30:38 PM,FALSE,TRUE,46.13
6101647,0.00014582,25,7625244,7625244,8:30:38 PM,FALSE,TRUE,46.13
6101648,0.00014599,7,7625245,7625245,8:30:38 PM,FALSE,TRUE,46.30
6101649,0.00014599,23,7625246,7625246,8:30:38 PM,FALSE,TRUE,46.30
6101650,0.00014599,17,7625247,7625247,8:30:38 PM,FALSE,TRUE,46.30
6101651,0.00014581,18,7625248,7625248,8:30:38 PM,FALSE,TRUE,46.12
6101652,0.00014581,3,7625249,7625249,8:30:38 PM,FALSE,TRUE,46.12
6101653,0.00014599,1,7625250,7625250,8:30:38 PM,FALSE,TRUE,46.30
6101654,0.00014599,84,7625251,7625251,8:30:38 PM,FALSE,TRUE,46.30
6101655,0.00015,56,7625252,7625252,8:30:38 PM,FALSE,TRUE,50.32
6101656,0.00015,39,7625253,7625253,8:30:38 PM,FALSE,TRUE,50.32
6101657,0.00015,15,7625254,7625254,8:30:38 PM,FALSE,TRUE,50.32
6101658,0.00014458,5,7625255,7625255,8:30:38 PM,TRUE,TRUE,44.88
6101659,0.00014287,5,7625256,7625256,8:30:38 PM,TRUE,TRUE,43.17
6101660,0.00015,1,7625257,7625257,8:30:38 PM,FALSE,TRUE,50.32
6101661,0.00015,46,7625258,7625258,8:30:38 PM,FALSE,TRUE,50.32
6101662,0.00015,66,7625259,7625259,8:30:38 PM,FALSE,TRUE,50.32
6101663,0.00015,7,7625260,7625260,8:30:38 PM,FALSE,TRUE,50.32
6101664,0.00015,9,7625261,7625261,8:30:38 PM,FALSE,TRUE,50.32
6101665,0.00015,83,7625262,7625262,8:30:38 PM,FALSE,TRUE,50.32
6101666,0.00015,2,7625263,7625263,8:30:38 PM,FALSE,TRUE,50.32
6101667,0.00015,6,7625264,7625264,8:30:38 PM,FALSE,TRUE,50.32
6101668,0.00014908,16,7625265,7625265,8:30:38 PM,FALSE,TRUE,49.39
6101669,0.00014908,4,7625266,7625266,8:30:38 PM,FALSE,TRUE,49.39
6101670,0.00014459,396,7625267,7625267,8:30:38 PM,TRUE,TRUE,44.89
6101671,0.00014807,6,7625268,7625268,8:30:38 PM,FALSE,TRUE,48.38
6101672,0.00014908,29,7625269,7625269,8:30:38 PM,FALSE,TRUE,49.39
6101673,0.00014908,16,7625270,7625270,8:30:38 PM,FALSE,TRUE,49.39
6101674,0.00015,279,7625271,7625271,8:30:38 PM,FALSE,TRUE,50.32
6101675,0.00015,1,7625272,7625272,8:30:38 PM,FALSE,TRUE,50.32
6101676,0.00015,1,7625273,7625273,8:30:38 PM,FALSE,TRUE,50.32
6101677,0.00015,1,7625274,7625274,8:30:38 PM,FALSE,TRUE,50.32
6101678,0.00014459,15,7625275,7625275,8:30:38 PM,TRUE,TRUE,44.89
6101679,0.00014287,74,7625276,7625276,8:30:38 PM,TRUE,TRUE,43.17
6101680,0.00014275,277,7625277,7625277,8:30:38 PM,TRUE,TRUE,43.05
6101681,0.00014266,77,7625278,7625278,8:30:38 PM,TRUE,TRUE,42.96
6101682,0.0001425,2,7625279,7625279,8:30:38 PM,TRUE,TRUE,42.80
6101683,0.00014226,267,7625280,7625280,8:30:38 PM,TRUE,TRUE,42.56
6101684,0.00014226,2,7625281,7625281,8:30:38 PM,TRUE,TRUE,42.56
6101685,0.00014907,2,7625282,7625282,8:30:38 PM,FALSE,TRUE,49.38
6101686,0.00014907,24,7625283,7625283,8:30:38 PM,FALSE,TRUE,49.38
6101687,0.00014227,402,7625284,7625284,8:30:38 PM,TRUE,TRUE,42.57
6101688,0.00014226,287,7625285,7625285,8:30:38 PM,TRUE,TRUE,42.56
6101689,0.00014222,35,7625286,7625294,8:30:38 PM,TRUE,TRUE,42.52
6101690,0.00014187,977,7625295,7625296,8:30:38 PM,TRUE,TRUE,42.17
6101691,0.00014091,141,7625297,7625297,8:30:38 PM,TRUE,TRUE,41.21
6101692,0.00014058,2,7625298,7625298,8:30:38 PM,TRUE,TRUE,40.88
6101693,0.00014041,333,7625299,7625300,8:30:38 PM,TRUE,TRUE,40.71
6101694,0.00014008,121,7625301,7625301,8:30:38 PM,TRUE,TRUE,40.37
6101695,0.00014007,889,7625302,7625326,8:30:38 PM,TRUE,TRUE,40.36
6101696,0.00014005,20,7625327,7625327,8:30:38 PM,TRUE,TRUE,40.34
6101697,0.00014,610,7625328,7625334,8:30:38 PM,TRUE,TRUE,40.29
6101698,0.00014907,1,7625335,7625335,8:30:38 PM,FALSE,TRUE,49.38
6101699,0.00014907,5,7625336,7625336,8:30:38 PM,FALSE,TRUE,49.38
6101700,0.00014907,130,7625337,7625337,8:30:38 PM,FALSE,TRUE,49.38
6101701,0.00014907,5,7625338,7625338,8:30:38 PM,FALSE,TRUE,49.38
6101702,0.00014907,23,7625339,7625339,8:30:38 PM,FALSE,TRUE,49.38
6101703,0.00014907,206,7625340,7625340,8:30:38 PM,FALSE,TRUE,49.38
6101704,0.0001491,31,7625341,7625348,8:30:38 PM,FALSE,TRUE,49.41
6101705,0.00015,140,7625349,7625349,8:30:38 PM,FALSE,TRUE,50.32
6101706,0.00014288,57,7625350,7625350,8:30:38 PM,TRUE,TRUE,43.18
6101707,0.00015,1,7625351,7625351,8:30:38 PM,FALSE,TRUE,50.32
6101708,0.00015,166,7625352,7625352,8:30:38 PM,FALSE,TRUE,50.32
6101709,0.00015,286,7625353,7625353,8:30:38 PM,FALSE,TRUE,50.32
6101710,0.00015,13,7625354,7625354,8:30:38 PM,FALSE,TRUE,50.32
6101711,0.00015,170,7625355,7625355,8:30:38 PM,FALSE,TRUE,50.32
6101712,0.00014503,3,7625356,7625356,8:30:38 PM,TRUE,TRUE,45.34
6101713,0.00015,20,7625357,7625357,8:30:38 PM,FALSE,TRUE,50.32
6101714,0.00014999,18,7625358,7625358,8:30:38 PM,FALSE,TRUE,50.31
6101715,0.00014999,50,7625359,7625359,8:30:38 PM,FALSE,TRUE,50.31
6101716,0.00014999,5,7625360,7625360,8:30:38 PM,FALSE,TRUE,50.31
6101717,0.00014999,1,7625361,7625361,8:30:38 PM,FALSE,TRUE,50.31
6101718,0.00014999,14,7625362,7625362,8:30:38 PM,FALSE,TRUE,50.31
6101719,0.00014999,9,7625363,7625363,8:30:38 PM,FALSE,TRUE,50.31
6101720,0.00014999,3,7625364,7625364,8:30:38 PM,FALSE,TRUE,50.31
6101721,0.00014611,2,7625365,7625365,8:30:38 PM,TRUE,TRUE,46.42
6101722,0.00014611,10,7625366,7625366,8:30:38 PM,TRUE,TRUE,46.42
6101723,0.00014999,27,7625367,7625367,8:30:38 PM,FALSE,TRUE,50.31
6101724,0.00014999,12,7625368,7625368,8:30:38 PM,FALSE,TRUE,50.31
6101725,0.00014611,17,7625369,7625369,8:30:38 PM,TRUE,TRUE,46.42
6101726,0.00014999,24,7625370,7625370,8:30:38 PM,FALSE,TRUE,50.31
6101727,0.00014999,9,7625371,7625371,8:30:38 PM,FALSE,TRUE,50.31
